建築地點,發照日期,
安南區新順段,"1059,1061-7",100/03/28
安南區新順段,1059-3,100/03/28
安南區新順段,1059-4,100/03/28
安南區新順段,"1059-5,1061-3,1061-5",100/03/28
安南區新順段,1061,100/03/28
安南區新順段,1061-8,100/03/28
安南區新順段,1061-9,100/03/28
安南區新順段,"1061-10,1061-4,1061-6",100/03/28
善化區小新營段,891-27,100/03/28
善化區小新營段,891-28,100/03/28
善化區小新營段,891-29,100/03/28
善化區小新營段,891-30,100/03/28
善化區小新營段,891-26,100/03/28
善化區小新營段,891-25,100/03/28
善化區小新營段,891-24,100/03/28
善化區小新營段,891-23,100/03/28
善化區小新營段,891-22,100/03/28
善化區小新營段,891-21,100/03/28
善化區小新營段,891-20,100/03/28
善化區小新營段,891-19,100/03/28
善化區小新營段,891-18,100/03/28
善化區小新營段,891-8,100/03/28
善化區小新營段,891-17,100/03/28
善化區小新營段,891-16,100/03/28
善化區小新營段,891-15,100/03/28
善化區小新營段,891-14,100/03/28
善化區小新營段,891-13,100/03/28
善化區小新營段,891-12,100/03/28
善化區小新營段,891,100/03/28
善化區小新營段,891-31,100/03/28
善化區小新營段,891-32,100/03/28
善化區小新營段,891-11,100/03/28
六甲區民族段,581583,100/03/29
歸仁區大同段,310-1,100/03/29
歸仁區大同段,310-2,100/03/29
歸仁區大同段,310-3,100/03/29
歸仁區大同段,310-4,100/03/29
歸仁區大同段,310-5,100/03/29
歸仁區大同段,310-11,100/03/29
歸仁區大同段,310-12,100/03/29
歸仁區大同段,310-13,100/03/29
歸仁區大同段,310-14,100/03/29
東區裕東段,1201,100/03/28
南區大林段,0296-0000,100/03/28
安平區金華段,42-34,100/03/29
安平區新南段,34182,100/03/29
東區竹篙厝段,"1511-0000,1512-0000",100/03/30
新營區新東段,138-4,100/03/30
新營區新東段,138-3,100/03/30
新營區新東段,138,100/03/30
新營區新東段,138-5,100/03/30
新營區新東段,138-6,100/03/30
善化區善文段,1189,100/03/30
善化區善文段,1189-1,100/03/30
善化區善文段,1189-2,100/03/30
善化區善文段,1189-3,100/03/30
善化區善文段,1189-4,100/03/30
善化區善文段,1189-5,100/03/30
善化區善文段,1189-6,100/03/30
善化區善文段,1189-7,100/03/30
善化區善文段,1189-8,100/03/30
善化區善文段,1189-9,100/03/30
永康區鹽北段,442-1,100/03/31
鹽水區仁愛段,683-10,100/03/31
鹽水區仁愛段,683-9,100/03/31
鹽水區仁愛段,683-8,100/03/31
鹽水區仁愛段,683-7,100/03/31
鹽水區仁愛段,683-6,100/03/31
鹽水區仁愛段,683-5,100/03/31
鹽水區仁愛段,683-4,100/03/31
鹽水區仁愛段,683-3,100/03/31
鹽水區仁愛段,666-5,100/03/31
鹽水區仁愛段,666-4,100/03/31
鹽水區仁愛段,666-3,100/03/31
鹽水區仁愛段,666-2,100/03/31
鹽水區仁愛段,666-1,100/03/31
鹽水區仁愛段,666,100/03/31
鹽水區仁愛段,"683-14,707",100/03/31
鹽水區仁愛段,683-15,100/03/31
新營區新東段,"0222-0012,0222-0011,0222-0006",100/03/31
新營區新東段,"0222-0010,0222-0006",100/03/31
新營區新東段,"0222-009,0222-0006",100/03/31
新營區新東段,"0222-008,0222-0006",100/03/31
新營區新東段,"0222-007,0222-0006",100/03/31
新營區新東段,"0222-005,0222-0006",100/03/31
新營區新東段,"0222-0004,0222-0006",100/03/31
新營區新東段,"0222-0003,0222-0006",100/03/31
新營區新東段,"0222-0002,0222-0006",100/03/31
新營區新東段,"0222-0001,0222-0006",100/03/31
新營區新東段,"0222-0000,0222-0006",100/03/31
北區文元段,77,100/04/01
北區文元段,28126,100/04/01
北區文元段,28157,100/04/01
北區文元段,28185,100/04/01
東區竹篙厝段,0630-0072,100/04/01
,,100/04/01
北區東豐段,579,100/04/01
北區實踐段,942,100/04/06
歸仁區歸仁北段,1271-6,100/04/07
永康區大灣段,7596,100/04/07
新營區南新段,42,100/04/07
新營區南新段,43,100/04/07
永康區五王段,5,100/04/07
安南區怡安段,709,100/04/08
安平區新南段,64-45,100/04/08
安平區新南段,23468,100/04/08
永康區富強段,1189,100/04/11
東區虎尾寮段,"404-41,404-55",100/04/11
東區虎尾寮段,404-56,100/04/11
東區虎尾寮段,404-57,100/04/11
東區虎尾寮段,404-58,100/04/11
東區虎尾寮段,"404-59,404-60",100/04/11
東區虎尾寮段,404-62,100/04/11
東區虎尾寮段,404-63,100/04/11
東區虎尾寮段,404-64,100/04/11
東區虎尾寮段,404-65,100/04/11
東區虎尾寮段,404-66,100/04/11
東區虎尾寮段,404-67,100/04/11
新營區新營段,1340,100/04/12
新營區民權段,11月1日,100/04/13
新營區民權段,11月3日,100/04/13
新營區民權段,11月4日,100/04/13
新營區民權段,11月5日,100/04/13
新營區民權段,11月6日,100/04/13
新營區民權段,11月7日,100/04/13
新營區民權段,11月8日,100/04/13
新營區民權段,11月9日,100/04/13
新營區民權段,11月10日,100/04/13
新營區民權段,11月11日,100/04/13
新營區民權段,11月12日,100/04/13
新營區民權段,11月13日,100/04/13
永康區兵北段,0873-0000,100/04/14
永康區橋北段,116-1,100/04/14
永康區橋北段,116,100/04/14
永康區橋北段,116-5,100/04/14
永康區橋北段,116-4,100/04/14
永康區橋北段,116-3,100/04/14
永康區橋北段,116-2,100/04/14
安南區新順段,1132-2,100/04/14
安南區新順段,1132-1,100/04/14
安南區新順段,1127,100/04/14
安南區新順段,1127-1,100/04/14
安南區新順段,1127-2,100/04/14
安南區新順段,1127-3,100/04/14
安南區新順段,1127-4,100/04/14
安南區新順段,1127-5,100/04/14
安南區新順段,1132,100/04/14
安南區新順段,1127-6,100/04/14
安南區新順段,1127-7,100/04/14
安南區新順段,1127-8,100/04/14
安南區新順段,1127-9,100/04/14
安南區新順段,1127-10,100/04/14
東區竹篙厝段,2469,100/04/15
東區竹篙厝段,25204,100/04/15
東區竹篙厝段,25235,100/04/15
東區竹篙厝段,44963,100/04/15
永康區永強段,972-7,100/04/15
永康區永強段,"972-6,972-9",100/04/15
永康區永強段,"972-5,972-9",100/04/15
永康區永強段,"972-4,972-9",100/04/15
永康區永強段,"972-3,972-9",100/04/15
永康區永強段,"972-2,972-9",100/04/15
永康區永強段,"972-1,972-9",100/04/15
永康區永強段,"972,972-9",100/04/15
永康區永強段,972-17,100/04/15
永康區永強段,"972-16,972-9",100/04/15
永康區永強段,"972-15,972-9",100/04/15
永康區永強段,"972-14,972-9",100/04/15
永康區永強段,"972-13,972-9",100/04/15
永康區永強段,"972-12,972-9",100/04/15
永康區永強段,"972-11,972-9",100/04/15
永康區永強段,"972-10,972-9",100/04/15
東區竹篙厝段,34731,100/04/15
東區竹篙厝段,34759,100/04/15
安南區安西段,2011,100/04/18
北區大興段,1743-1,100/04/18
北區大興段,1743,100/04/18
東區竹篙厝段,3050,100/04/18
東區竹篙厝段,18264,100/04/18
安平區金城段,58-18,100/04/18
安平區金城段,58-51,100/04/18
安平區金城段,58-21,100/04/18
安平區金華段,"51-11,51-15",100/04/20
新營區新營段,713-6,100/04/21
永康區鹽北段,52-23,100/04/22
永康區鹽北段,52-22,100/04/22
永康區鹽北段,52-21,100/04/22
永康區鹽北段,77,100/04/22
永康區鹽北段,52-19,100/04/22
永康區鹽北段,52-18,100/04/22
永康區鹽北段,52-17,100/04/22
永康區鹽北段,52-16,100/04/22
永康區鹽北段,52-15,100/04/22
永康區鹽北段,52-14,100/04/22
永康區鹽北段,52-13,100/04/22
永康區鹽北段,19329,100/04/22
永康區鹽北段,19299,100/04/22
永康區鹽北段,19268,100/04/22
永康區鹽北段,19238,100/04/22
永康區鹽北段,19207,100/04/22
永康區鹽北段,19176,100/04/22
永康區鹽北段,19146,100/04/22
永康區鹽北段,19115,100/04/22
永康區鹽北段,19085,100/04/22
永康區鹽北段,19054,100/04/22
永康區鹽北段,19025,100/04/22
永康區鹽北段,18994,100/04/22
永康區鹽北段,52,100/04/22
永康區鹽北段,286-5,100/04/22
永康區鹽北段,286-4,100/04/22
永康區鹽北段,286-3,100/04/22
永康區鹽北段,286-2,100/04/22
永康區鹽北段,286-1,100/04/22
永康區鹽北段,286,100/04/22
永康區鹽北段,52-27,100/04/22
永康區鹽北段,52-26,100/04/22
永康區鹽北段,52-25,100/04/22
永康區鹽北段,52-24,100/04/22
永康區鹽北段,52-28,100/04/22
永康區鹽北段,52-29,100/04/22
永康區鹽北段,52-30,100/04/22
永康區鹽北段,52-31,100/04/22
永康區鹽北段,52-32,100/04/22
永康區鹽北段,52-33,100/04/22
永康區鹽北段,52-34,100/04/22
永康區鹽北段,52-35,100/04/22
永康區鹽北段,52-36,100/04/22
永康區鹽北段,52-37,100/04/22
永康區鹽北段,52-38,100/04/22
永康區鹽北段,52-39,100/04/22
永康區鹽北段,52-40,100/04/22
永康區鹽北段,69,100/04/22
永康區鹽北段,52-42,100/04/22
永康區鹽北段,52-43,100/04/22
永康區鹽北段,52-44,100/04/22
永康區鹽北段,52-45,100/04/22
歸仁區歸仁北段,1519-25,100/04/21
歸仁區歸仁北段,1519-24,100/04/21
歸仁區歸仁北段,1519-23,100/04/21
歸仁區歸仁北段,1519-22,100/04/21
歸仁區歸仁北段,1519-8,100/04/21
歸仁區歸仁北段,1519-7,100/04/21
歸仁區歸仁北段,1519-6,100/04/21
歸仁區歸仁北段,1519,100/04/21
歸仁區歸仁北段,"1519-9,1519-21",100/04/21
歸仁區歸仁北段,"1519-10,1519-21",100/04/21
歸仁區歸仁北段,"1519-11,1519-21",100/04/21
歸仁區歸仁北段,"1519-12,1519-21",100/04/21
歸仁區歸仁北段,"1519-13,1519-21",100/04/21
歸仁區歸仁北段,"1519-14,1519-21",100/04/21
歸仁區歸仁北段,"1519-15,1519-21",100/04/21
歸仁區歸仁北段,"1519-16,1519-21",100/04/21
歸仁區歸仁北段,"1519-17,1519-21",100/04/21
歸仁區歸仁北段,"1519-18,1519-21",100/04/21
歸仁區歸仁北段,"1519-19,1519-21",100/04/21
歸仁區歸仁北段,"1519-26,1519-21",100/04/21
歸仁區歸仁北段,"1519-27,1519-21",100/04/21
歸仁區歸仁北段,"1519-28,1519-21",100/04/21
歸仁區歸仁北段,"1519-29,1519-21",100/04/21
歸仁區歸仁北段,"1519-30,1519-21",100/04/21
歸仁區歸仁北段,"1519-31,1519-21",100/04/21
歸仁區歸仁北段,"1519-32,1519-21",100/04/21
歸仁區歸仁北段,"1519-33,1519-21",100/04/21
歸仁區歸仁北段,"1519-34,1519-21",100/04/21
歸仁區歸仁北段,"1519-35,1519-21",100/04/21
歸仁區歸仁北段,1519-45,100/04/21
歸仁區歸仁北段,1519-44,100/04/21
歸仁區歸仁北段,1519-43,100/04/21
歸仁區歸仁北段,1519-42,100/04/21
歸仁區歸仁北段,1519-41,100/04/21
歸仁區歸仁北段,1519-40,100/04/21
歸仁區歸仁北段,1519-39,100/04/21
歸仁區歸仁北段,1519-38,100/04/21
北區光賢段,537,100/04/21
官田區官田段,168-11,100/04/22
新營區新東段,423-1,100/04/22
新營區新東段,423-6,100/04/22
永康區永二段,0642-0005,100/04/22
永康區永二段,0642-0006,100/04/22
永康區永二段,0642-0007,100/04/22
永康區永二段,0642-0008,100/04/22
永康區永二段,0642-0009,100/04/22
永康區永二段,0642-0010,100/04/22
永康區永二段,0595-0008,100/04/22
永康區永二段,0595-0009,100/04/22
永康區永二段,0595-0010,100/04/22
永康區永二段,0595-0011,100/04/22
永康區永二段,0595-0012,100/04/22
永康區永二段,0595-0013,100/04/22
永康區永二段,0595-0014,100/04/22
永康區永二段,0595-0015,100/04/22
永康區永二段,0642-0004,100/04/22
永康區永二段,0642-0003,100/04/22
永康區永二段,0642-0002,100/04/22
永康區永二段,0642-0000,100/04/22
永康區永二段,0642-0011,100/04/22
永康區永二段,0642-0012,100/04/22
永康區永二段,0642-0013,100/04/22
永康區永二段,0642-0014,100/04/22
永康區永二段,0595-0007,100/04/22
永康區永二段,0595-0006,100/04/22
永康區永二段,0595-0005,100/04/22
永康區永二段,0595-0000,100/04/22
永康區永二段,0595-0017,100/04/22
永康區永二段,0595-0018,100/04/22
永康區永二段,0595-0019,100/04/22
永康區永二段,0595-0020,100/04/22
東區裕東段,1110,100/04/22
東區裕東段,1110-1,100/04/22
東區裕東段,1110-2,100/04/22
中西區成光段,377-5,100/04/25
中西區成光段,377-347,100/04/25
中西區成光段,377-348,100/04/25
中西區成光段,377-349,100/04/25
佳里區忠孝南段,464-38,100/04/25
永康區鹽新段,721-7,100/04/25
永康區鹽新段,721-6,100/04/25
永康區鹽新段,721-5,100/04/25
永康區鹽新段,721-4,100/04/25
永康區鹽新段,721-3,100/04/25
永康區鹽新段,721-2,100/04/25
永康區鹽新段,721,100/04/25
永康區鹽行段,"1490-2,1490-3,1490-21,1490-22,1490-23,1490-24,1490-25,1490-26,1490-27,1490-28,1490-29,1490-30,1490-31,1490-32,1490-33,1490-34,1490-35,1490-36,1490-37,1490-38,1490-39,1490-40",100/04/26
大內區大內段,"883-1,883-17,883-18",100/04/26
永康區永興段,313,100/04/26
永康區永康段,1189-7,100/04/26
安平區金城段,12816,100/04/27
安平區金城段,35-67,100/04/27
東區德高段,1303,100/04/27
東區虎尾寮段,326,100/04/27
中西區頂美段,24838,100/04/28
中西區頂美段,2668,100/04/28
永康區蜈蜞潭段,2179-0001,100/04/28
永康區蜈蜞潭段,2179-0012,100/04/28
永康區蜈蜞潭段,2179-0013,100/04/28
永康區蜈蜞潭段,2179-0015,100/04/28
永康區蜈蜞潭段,2179-0016,100/04/28
永康區蜈蜞潭段,2179-0017,100/04/28
永康區蜈蜞潭段,2179-0018,100/04/28
東區新東段,0446-0000,100/04/28
歸仁區中山段,543,100/04/28
永康區安康段,847848,100/04/28
仁德區南勢園段,91,100/04/28
東區竹篙厝段,3272,100/04/28
北區北元段,312-4,100/04/28
新營區新營段,1199-4,100/04/28
東區裕東段,879-3,100/04/28
東區裕東段,879-2,100/04/28
東區裕東段,879-1,100/04/28
東區裕東段,879,100/04/28
安平區金城段,29-31,100/04/28
東區竹篙厝段,1128-0000,100/04/29
安南區佃北段,748-5,100/04/29
安南區佃北段,748-6,100/04/29
安南區佃北段,748-7,100/04/29
安南區佃北段,748-8,100/04/29
安南區佃北段,748-9,100/04/29
安南區佃北段,748-10,100/04/29
安南區佃北段,748-11,100/04/29
安南區佃北段,748-12,100/04/29
安南區佃北段,748-13,100/04/29
安南區佃北段,748-14,100/04/29
安南區佃北段,748-15,100/04/29
安南區佃北段,748-16,100/04/29
安南區佃北段,748-17,100/04/29
安南區佃北段,748-18,100/04/29
安南區佃北段,748-19,100/04/29
安南區佃北段,748-20,100/04/29
安南區佃北段,748-21,100/04/29
安南區佃北段,748-22,100/04/29
安南區佃北段,748-23,100/04/29
安南區佃北段,748-24,100/04/29
安南區佃北段,748-25,100/04/29
安南區佃北段,748-26,100/04/29
安南區佃北段,748-27,100/04/29
安南區佃北段,748-28,100/04/29
安南區佃北段,748-29,100/04/29
安南區佃北段,748-30,100/04/29
安南區佃北段,748-31,100/04/29
安南區佃北段,748-32,100/04/29
安南區佃北段,748-33,100/04/29
安南區佃北段,748-34,100/04/29
安南區佃北段,748-35,100/04/29
安南區佃北段,748-36,100/04/29
安南區佃北段,748-37,100/04/29
安南區佃北段,748-38,100/04/29
安南區佃北段,"748-39,760",100/04/29
北區裕民段,1033,100/05/02
永康區忠孝段,688,100/05/02
新營區新東段,0148-0000,100/05/02
新營區新東段,0148-0001,100/05/02
新營區新東段,0148-0002,100/05/02
新營區新東段,0148-0003,100/05/02
新營區新東段,0142-0003,100/05/02
永康區鹽新段,723-7,100/05/02
永康區鹽新段,723-6,100/05/02
永康區鹽新段,723-5,100/05/02
永康區鹽新段,723-4,100/05/02
永康區鹽新段,723-3,100/05/02
永康區鹽新段,723-2,100/05/02
永康區鹽新段,723-1,100/05/02
永康區鹽新段,723,100/05/02
歸仁區武東段,508,100/05/02
佳里區佳南段,0194-0000,100/05/02
東區育樂段,1042,100/05/03
東區裕東段,1115-0000,100/05/03
安南區安慶段,1080-1,100/05/03
安南區安慶段,1080-2,100/05/03
安南區安慶段,1080-3,100/05/03
安南區安慶段,1080-4,100/05/03
安南區安慶段,1080-5,100/05/03
安南區安慶段,1080-6,100/05/03
安南區安慶段,1080-7,100/05/03
安南區安慶段,1080-8,100/05/03
安南區安慶段,1080-9,100/05/03
安南區安慶段,1080-10,100/05/03
安南區安慶段,1080-11,100/05/03
安南區安慶段,1080-12,100/05/03
安南區安慶段,1080-13,100/05/03
安南區安慶段,1080-14,100/05/03
安南區安慶段,1080-15,100/05/03
安南區安慶段,1080-16,100/05/03
新營區茄苳段,313,100/05/04
永康區永二段,0597-0018,100/05/04
永康區永二段,0597-0017,100/05/04
永康區永二段,0597-0016,100/05/04
永康區永二段,0597-0015,100/05/04
永康區永二段,"0597-0014,0597-0007",100/05/04
永康區永二段,"0597-0013,0597-0007",100/05/04
永康區永二段,"0597-0012,0597-0007",100/05/04
永康區永二段,"0597-0011,0597-0007",100/05/04
永康區永二段,"0597-0010,0597-0007",100/05/04
永康區永二段,"0597-0009,0597-0007",100/05/04
永康區永二段,"0597-0005,0597-0007",100/05/04
永康區永二段,"0597-0004,0597-0007",100/05/04
永康區永二段,"0597-0003,0597-0007",100/05/04
永康區永二段,"0597-0002,0597-0007",100/05/04
永康區永二段,"0597-0001,0597-0007",100/05/04
永康區永二段,"0597-0000,0597-0007",100/05/04
安南區安西段,"1996,1996-2",100/05/04
安南區安西段,"1996-3,1996-4",100/05/04
安南區安西段,"1996-5,1996-6",100/05/04
安南區安西段,"1996-8,1996-9",100/05/04
安南區安西段,"1996-10,1996-11",100/05/04
安南區安西段,"1996-12,1996-13",100/05/04
安南區安西段,"1996-22,1996-21,1996-20",100/05/04
安南區安西段,"1996-19,1996-1",100/05/04
安南區安西段,"1996-18,1996-17,1996-16",100/05/04
安南區安西段,"1996-15,1996-14",100/05/04
永康區南灣段,365,100/05/05
善化區曾文段,"187-204,187-200",100/05/05
善化區曾文段,"187-203,187-200",100/05/05
善化區曾文段,"187-202,187-200",100/05/05
善化區曾文段,"187-201,187-200",100/05/05
善化區曾文段,"187-211,187-219",100/05/05
善化區曾文段,"187-212,187-219",100/05/05
善化區曾文段,"187-213,187-219",100/05/05
