建築地點,發照日期,
新市區新北段,197,105/02/04
永康區南工段,793,105/02/04
永康區永二段,181,105/02/04
永康區永二段,181,105/02/04
東區光明段,54,105/02/04
安南區新順段,0933-0000,105/02/04
安南區新順段,0934-0000,105/02/04
新營區新營段,1294-2,105/02/04
善化區善文段,1174-3,105/02/05
新營區新營段,927-47,105/02/05
新營區新營段,927-300,105/02/05
新營區新營段,927-301,105/02/05
新營區新營段,927-302,105/02/05
新營區新營段,927-303,105/02/05
新營區新營段,927-304,105/02/05
新營區新營段,927-305,105/02/05
東區自由段,18,105/02/05
仁德區二行段,"122,206-2",105/02/05
仁德區二行段,"123,206-3",105/02/05
安南區南興段,237,105/02/05
安南區南興段,237-2,105/02/05
安南區南興段,237-3,105/02/05
安南區南興段,237-4,105/02/05
安南區南興段,237-5,105/02/05
安南區南興段,237-6,105/02/05
安南區南興段,237-7,105/02/05
安南區南興段,237-8,105/02/15
安南區南興段,237-9,105/02/05
安南區南興段,237-10,105/02/05
安南區南興段,237-11,105/02/15
安南區南興段,237-12,105/02/17
南區鹽埕段,"239-8,239-39,239-40,239-41,239-42,239-43,239-44",105/02/17
中西區武聖段,1556,105/02/19
南區,"517,517-2",105/02/19
新營區大公段,12086,105/02/19
安南區安西段,2145,105/02/19
安南區安西段,16438,105/02/22
六甲區甲東段,815-1,105/02/22
東區東光段,426,105/02/23
安平區金城段,5月22日,105/02/23
新營區新營段,1397-0000,105/02/23
永康區鹽新段,0115-0000,105/02/23
永康區永康段,1544,105/02/23
南區新興段,196-18,105/02/23
新市區新北段,29,105/02/23
新市區新北段,1月29日,105/02/23
永康區北灣段,"767,767-1",105/02/23
仁德區民安段,718,105/02/23
歸仁區八甲東段,714715,105/02/24
佳里區佳里段,"1093,1093-4,1093-7",105/02/25
鹽水區新岸段,572-1,105/02/25
鹽水區新岸段,572-1,105/02/25
鹽水區新岸段,572-1,105/02/25
鹽水區新岸段,572-1,105/02/25
鹽水區新岸段,572-1,105/02/25
鹽水區新岸段,572-1,105/02/25
安南區州南段,853,105/02/25
仁德區長興段,1003,105/02/26
南區,480-1,105/02/26
南區,480-2,105/02/26
南區,480-3,105/02/26
南區,480-4,105/02/26
永康區三村段,691-1,105/03/02
佳里區建南段,"543-1,543-2,543-4,543-5",105/03/02
歸仁區大同段,557-10,105/03/02
北區小北段,998-40,105/03/02
安南區溪墘段,1.38E+11,105/03/02
安南區安西段,1988-0,105/03/02
安南區安西段,1989-0,105/03/02
安南區城南段,217218,105/03/02
新化區新東段,274,105/03/03
新化區新東段,274,105/03/03
永康區廣興段,1027-5,105/03/03
永康區廣興段,1027-4,105/03/03
永康區廣興段,1027-3,105/03/03
永康區廣興段,1027-2,105/03/03
永康區廣興段,1027-1,105/03/03
永康區廣興段,1027,105/03/03
北區北元段,570-11,105/03/03
中西區臨安段,"647-4,656",105/03/03
北區光賢段,466,105/03/03
安南區總安段,46,105/03/03
安南區總安段,16954,105/03/03
安南區總安段,16984,105/03/03
安南區總安段,17015,105/03/03
安南區總安段,17046,105/03/03
安南區總安段,17076,105/03/03
安南區總安段,17107,105/03/03
安南區總安段,17137,105/03/03
安南區總安段,46-13,105/03/03
安南區總安段,46-14,105/03/03
安南區總安段,46-15,105/03/03
安南區總安段,46-16,105/03/03
安南區總安段,46-17,105/03/03
安南區總安段,46-18,105/03/03
安南區總安段,46-19,105/03/03
安南區總安段,46-20,105/03/03
安南區總安段,46-21,105/03/03
安南區總安段,46-22,105/03/03
安南區總安段,46-23,105/03/03
安南區總安段,46-24,105/03/03
安南區總安段,46-25,105/03/03
安南區總安段,46-26,105/03/03
安南區總安段,46-27,105/03/04
安南區總安段,46-28,105/03/04
安南區總安段,46-29,105/03/04
安南區總安段,46-30,105/03/04
安南區總安段,46-31,105/03/04
安南區總安段,46-32,105/03/04
安南區總安段,46-33,105/03/04
安南區總安段,46-34,105/03/04
安南區新淵段,771,105/03/04
安南區新淵段,771-1,105/03/04
安南區新淵段,771-2,105/03/04
安南區安慶段,"366,366-7",105/03/04
安南區安慶段,366-5,105/03/04
安南區安慶段,264-28,105/03/04
安南區安慶段,264-29,105/03/04
安南區安慶段,264-30,105/03/04
安南區安慶段,264-31,105/03/04
安南區安慶段,264-32,105/03/04
安南區安慶段,264-16,105/03/04
安南區安慶段,264-15,105/03/04
安南區安慶段,264,105/03/04
安南區安慶段,264-3,105/03/04
安南區安慶段,264-4,105/03/04
安南區安慶段,264-5,105/03/04
安南區安慶段,264-6,105/03/04
安南區安慶段,264-7,105/03/04
安南區安慶段,264-9,105/03/04
安南區安慶段,264-10,105/03/04
安南區安慶段,264-11,105/03/04
安南區安慶段,264-12,105/03/04
安南區安慶段,264-13,105/03/04
安南區安慶段,264-14,105/03/04
安南區安慶段,"264-17,264-18,264-19,264-20,264-21,264-22,264-23,264-24,264-25,264-26",105/03/04
安南區安西段,27061,105/03/04
南區新興段,241-13,105/03/04
善化區文正段,"466-10,466-11",105/03/04
善化區文正段,466-9,105/03/04
善化區文正段,466-8,105/03/04
善化區文正段,466-7,105/03/04
善化區文正段,466-6,105/03/04
善化區文正段,466-5,105/03/07
善化區文正段,466-4,105/03/07
善化區文正段,466-3,105/03/07
善化區文正段,466,105/03/07
善化區文正段,466-12,105/03/07
善化區文正段,466-13,105/03/08
善化區文正段,466-14,105/03/09
善化區文正段,466-15,105/03/09
安平區新南段,0083-0039,105/03/09
安平區新南段,0083-0038,105/03/09
安平區新南段,0083-0037,105/03/09
安平區新南段,0083-0036,105/03/09
安平區新南段,0083-0000,105/03/09
東區竹篙厝段,1377,105/03/09
仁德區忠義段,1209-1,105/03/09
永康區蔦松段,300-11,105/03/09
永康區蔦松段,300-10,105/03/09
永康區蔦松段,300-9,105/03/09
永康區蔦松段,300-8,105/03/09
永康區蔦松段,300-7,105/03/09
永康區蔦松段,300-6,105/03/09
永康區蔦松段,300-5,105/03/09
永康區蔦松段,300-4,105/03/09
永康區蔦松段,300,105/03/09
永康區蔦松段,300-18,105/03/09
永康區蔦松段,300-19,105/03/09
永康區蔦松段,300-20,105/03/09
永康區蔦松段,300-21,105/03/09
永康區蔦松段,300-22,105/03/09
永康區蔦松段,300-23,105/03/09
永康區蔦松段,300-24,105/03/09
永康區蔦松段,300-25,105/03/09
永康區蔦松段,300-26,105/03/09
永康區蔦松段,300-17,105/03/10
永康區蔦松段,300-16,105/03/10
永康區蔦松段,300-12,105/03/10
永康區蔦松段,300-13,105/03/10
永康區蔦松段,300-15,105/03/10
新營區民生段,4,105/03/10
麻豆區中興段,909-1,105/03/10
永康區南工段,"311-9,340,342",105/03/10
下營區營南段,"1023,1024-1",105/03/11
永康區永大段,309,105/03/11
善化區大成段,736,105/03/14
善化區大成段,488489,105/03/14
善化區大成段,489490,105/03/16
永康區大灣段,7465-0001,105/03/16
安平區新南段,21916,105/03/16
南區永寧段,"661,661-3",105/03/16
安平區金城段,0061-0038,105/03/15
安平區金城段,0061-0039,105/03/15
安南區長和段,1035,105/03/15
安南區新淵段,0773-0000,105/03/15
新營區東學段,232-9,105/03/16
新營區東學段,232-8,105/03/16
柳營區雙和段,575,105/03/16
北門區保安段,0492-0000,105/03/16
東區自由段,7,105/03/16
仁德區義林段,0041-0000,105/03/16
南區永寧段,0462-0002,105/03/16
南區永寧段,0462-0048,105/03/16
安南區鹿北段,1130,105/03/16
安南區鹿北段,1130-2,105/03/16
安南區鹿北段,1130-3,105/03/16
安南區鹿北段,1130-4,105/03/16
安南區鹿北段,1130-5,105/03/16
安南區鹿北段,1130-6,105/03/16
安南區鹿北段,1122,105/03/16
安南區鹿北段,1122-2,105/03/16
安南區鹿北段,1122-3,105/03/16
安南區鹿北段,1122-4,105/03/16
永康區安康段,654,105/03/16
永康區安康段,"654,654-4",105/03/16
永康區安康段,"654,654-4",105/03/16
新市區新北段,22,105/03/16
新市區新北段,1月22日,105/03/17
新市區新北段,2月22日,105/03/17
新市區新北段,3月22日,105/03/18
安平區新南段,"64-15,64-16",105/03/21
安平區新南段,"64-17,64-18",105/03/21
安平區金城段,5月23日,105/03/21
南區鹽埕段,"3-91,3-431",105/03/22
關廟區民生段,915,105/03/22
仁德區後壁段,"574-2,574-3",105/03/22
南區中和段,1227-7,105/03/22
安南區溪墘段,1178-36,105/03/22
東區竹篙厝段,1093,105/03/22
中西區南寧段,813,105/03/22
北區華興段,1531-3,105/03/23
永康區烏竹段,1033,105/03/22
善化區善文段,12001201,105/03/23
歸仁區民權段,591-1,105/03/23
仁德區車路墘段,1065-20,105/03/23
六甲區水林段,15341535,105/03/23
新營區新營段,1121,105/03/23
官田區二鎮段二鎮小段,164-6,105/03/23
永康區永大段,"0825-0000,0826-0000",105/03/23
安南區十字段,1157-0000,105/03/23
麻豆區新建段,"202,202-1",105/03/23
新營區南新段,926,105/03/23
新營區南新段,930-1,105/03/23
新營區南新段,930-2,105/03/23
新營區南新段,930-3,105/03/24
新營區南新段,930-4,105/03/24
新營區南新段,930-5,105/03/24
新營區南新段,930-6,105/03/24
新營區南新段,930-7,105/03/24
安平區金華段,122-30,105/03/24
安平區金華段,122-2,105/03/24
歸仁區歸仁北段,1055-0026,105/03/24
永康區六合段,"45,46",105/03/24
永康區六合段,"45,46",105/03/24
永康區保生段,105,105/03/24
永康區保生段,105-1,105/03/24
永康區保生段,105-2,105/03/24
永康區保生段,105-3,105/03/24
永康區保生段,105-4,105/03/24
永康區保生段,105-5,105/03/24
永康區保生段,14,105/03/24
永康區保生段,1月14日,105/03/24
永康區保生段,2月14日,105/03/24
永康區保生段,3月14日,105/03/24
永康區保生段,4月14日,105/03/24
永康區保生段,5月14日,105/03/24
永康區保生段,12月7日,105/03/24
永康區保生段,12月5日,105/03/25
永康區保生段,12月3日,105/03/25
永康區保生段,12,105/03/28
永康區保生段,12月6日,105/03/28
永康區保生段,12月4日,105/03/28
永康區保生段,12月2日,105/03/28
永康區保生段,12月1日,105/03/28
永康區保生段,12月9日,105/03/28
中西區協進段,1390-1,105/03/28
中西區頂美段,2650,105/03/28
柳營區東昇段,477,105/03/28
柳營區東昇段,477-1,105/03/28
永康區保生段,58,105/03/28
新營區南新段,1009-1,105/03/28
佳里區仁愛段,221,105/03/28
安南區公塭段,1230-4,105/03/28
安南區公塭段,1230-16,105/03/28
安南區公塭段,1230-17,105/03/28
安南區公塭段,1230-18,105/03/28
安南區公塭段,1230-19,105/03/28
安南區公塭段,1230-20,105/03/28
安南區公塭段,1230-1,105/03/28
安南區公塭段,1230-10,105/03/28
安南區公塭段,1230-11,105/03/28
安南區公塭段,1230-12,105/03/28
安南區公塭段,1230-2,105/03/28
安南區公塭段,1230-13,105/03/29
安南區公塭段,1230-14,105/03/29
安南區公塭段,"1230-15,1230-3",105/03/30
安南區公塭段,"1230,1230-3",105/03/30
安南區公塭段,1230-7,105/03/30
安南區公塭段,1230-8,105/03/30
安南區公塭段,1230-9,105/03/31
東區東安段,"243-3,264,265,266",105/03/31
安平區金城段,50-20,105/03/31
安南區溪東段,492-0,105/03/31
永康區橋北段,91,105/03/31
南區正義段,423,105/03/31
安南區州南段,303361362,105/03/31
北區北元段,756,105/03/31
安南區安西段,"0529-0002,0530-0003",105/03/31
中西區郡王段,899-2,105/03/31
柳營區柳營段柳營小段,1335,105/03/31
柳營區柳營段柳營小段,"1335-14,1335-31",105/03/31
柳營區柳營段柳營小段,"1335-18,1335-19",105/03/31
柳營區東昇段,12,
柳營區柳營段柳營小段,"1335-16,1335-17,1335-32,1335-33,882-33",105/03/31
柳營區柳營段柳營小段,1335-27,105/03/31
柳營區柳營段柳營小段,"1335-25,1335-28",105/03/31
柳營區柳營段柳營小段,1335-20,105/03/31
柳營區柳營段柳營小段,1335-21,105/03/31
柳營區柳營段柳營小段,1335-22,105/03/31
柳營區柳營段柳營小段,"1335-23,1335-24",105/03/31
永康區埔園段,155-5,105/03/31
永康區埔園段,155-4,105/03/31
永康區埔園段,155-3,105/03/31
永康區埔園段,155-2,105/03/31
永康區埔園段,155-1,105/03/31
永康區埔園段,155,105/03/31
永康區埔園段,146,105/03/31
永康區埔園段,146-1,105/03/31
永康區埔園段,148-10,105/03/31
永康區埔園段,148-9,105/03/31
永康區埔園段,148-8,105/03/31
永康區埔園段,148-7,105/03/31
永康區埔園段,148-6,105/03/31
永康區埔園段,148-5,105/03/31
永康區埔園段,148-3,105/03/31
永康區埔園段,148-2,105/03/31
永康區埔園段,148-1,105/03/31
永康區埔園段,148,105/03/31
永康區埔園段,148-15,105/03/31
永康區埔園段,148-14,105/03/31
永康區埔園段,148-13,105/03/31
永康區埔園段,148-12,105/03/31
永康區埔園段,148-11,105/03/31
安南區怡北段,1260,105/04/01
安南區怡北段,1260-1,105/04/01
安南區怡北段,1260-2,105/04/01
安南區怡北段,1260-3,105/04/01
安南區怡北段,1260-4,105/04/06
安南區怡北段,1260-5,105/04/06
安南區怡北段,1260-6,105/04/06
安南區怡北段,"1260-7,1260-8,1260-9,1260-10,1260-11,1260-12",105/04/06
永康區烏竹段,17101711,105/04/06
新營區新營段,1271-2,105/04/06
永康區永二段,629,105/04/06
佳里區佳里段,2360-29,105/04/06
新市區新北段,57,105/04/06
柳營區士林段,1191-18,105/04/06
柳營區士林段,1191-17,105/04/06
柳營區士林段,1191-16,105/04/06
柳營區士林段,1191-15,105/04/06
柳營區士林段,1191-14,105/04/06
柳營區士林段,1191-13,105/04/06
柳營區士林段,1191-12,105/04/06
柳營區士林段,1191-10,105/04/06
柳營區士林段,1191,105/04/06
柳營區士林段,1191-1,105/04/06
柳營區士林段,1191-2,105/04/06
柳營區士林段,1191-3,105/04/06
柳營區士林段,1191-4,105/04/06
柳營區士林段,1191-5,105/04/06
柳營區士林段,1191-6,105/04/06
柳營區士林段,1191-7,105/04/06
柳營區士林段,1191-8,105/04/06
柳營區士林段,1191-9,105/04/06
柳營區士林段,1183-13,105/04/06
柳營區士林段,1183-12,105/04/06
柳營區士林段,1183-11,105/04/06
柳營區士林段,1183-10,105/04/06
柳營區士林段,1183-9,105/04/06
柳營區士林段,1183-8,105/04/06
柳營區士林段,1183-7,105/04/01
柳營區士林段,1183-6,105/04/06
柳營區士林段,1183-5,105/04/06
柳營區士林段,1183-4,105/04/07
柳營區士林段,1183-3,105/04/07
柳營區士林段,1183-2,105/04/07
柳營區士林段,1183-1,105/04/07
柳營區士林段,1183,105/04/07
安南區新順段,955,105/04/08
永康區正強段,7.50E+11,105/04/08
安平區金城段,71-14,105/04/08
永康區車行段,688,105/04/08
鹽水區月津段,0802-0000,105/04/08
鹽水區月津段,0802-0002,105/04/08
北區華興段,1494-0000,105/04/08
安南區天馬段,"177,177-8",105/04/11
永康區蜈蜞潭段,1163-14,105/04/11
永康區蜈蜞潭段,1163-15,105/04/11
永康區蜈蜞潭段,1163-16,105/04/11
永康區蜈蜞潭段,1163-17,105/04/11
永康區永華段,85,105/04/11
新市區福壽段,"341,341-1",105/04/11
東區竹篙厝段,"866-3,866-4,866-5,866-6",105/04/11
安平區金城段,55,105/04/11
安南區學東段,"1026-1,1026-2",105/04/11
安南區學東段,"1026-3,1026-4",105/04/11
安南區學東段,"1026-5,1026-6",105/04/11
安南區學東段,"1026-7,1026-8",105/04/11
安南區學東段,"1026-9,1026-10",105/04/11
安南區學東段,"1026-11,1026-12",105/04/11
安南區學東段,"1026-13,1026-14",105/04/11
安南區學東段,"1026-15,1026-16",105/04/11
安平區金華段,29129,105/04/11
安平區金華段,29129,105/04/11
新營區新東段,116-3,105/04/11
關廟區香洋段,1155-5,105/04/11
關廟區香洋段,1155-4,105/04/11
關廟區香洋段,1155-3,105/04/11
關廟區香洋段,1155-2,105/04/11
關廟區香洋段,1155-1,105/04/11
關廟區香洋段,1155,105/04/11
關廟區香洋段,"1153-2,1155-7",105/04/11
關廟區香洋段,"1153-2,1155-8",105/04/11
關廟區香洋段,"1153-2,1155-9",105/04/12
關廟區香洋段,"1153-2,1155-10",105/04/12
關廟區香洋段,"1153-2,1155-11",105/04/12
關廟區香洋段,"1153-2,1155-12",105/04/12
關廟區香洋段,"1153-2,1155-13",105/04/12
關廟區香洋段,"1153-2,1155-14",105/04/13
關廟區香洋段,"1153-2,1155-6",105/04/13
新市區新北段,37,105/04/13
將軍區中社段,600,105/04/14
南區鹽埕段,0208-0021,105/04/14
東區德高段,"489-12,495-36",105/04/14
東區德高段,"488-81,489-9",105/04/14
北區文元段,16671668,105/04/14
中西區成光段,13351336,105/04/15
北區北元段,302,105/04/15
仁德區土庫段,199-1,105/04/15
安南區安西段,"2122,2122-1,2122-2",105/04/15
安南區安西段,45007,105/04/19
安南區安西段,"2122-4,2122-5",105/04/18
安南區安西段,"2122-6,2122-7",105/04/19
安南區安西段,"2122-8,2122-9",105/04/19
柳營區東昇段,452,105/04/19
柳營區東昇段,452,105/04/19
柳營區東昇段,447,105/04/19
柳營區東昇段,447,105/04/19
新營區三民段,2,105/04/19
安平區新南段,24898,105/04/19
安平區金華段,100-15,105/04/19
安平區金華段,100-37,105/04/19
安平區金華段,100-38,105/04/19
安平區金華段,100-39,105/04/19
新營區民生段,43,105/04/20
新營區民生段,42,105/04/21
新營區新東段,171-1,105/04/21
新營區新東段,489-6,105/04/21
新營區新東段,495,105/04/21
新營區新東段,495-4,105/04/21
北區光賢段,515,105/04/21
安平區金華段,"123-36,123-39",105/04/21
白河區新興段,804-1,105/04/21
仁德區新工段,1682-1,105/04/21
關廟區東勢段,1143,105/04/21
安南區海前段,"1216-0000,1216-0001,1216-0002",105/04/21
安南區海前段,"1216-0003,1216-0004,1216-0005",105/04/21
安南區海前段,"1216-0006,1216-0007",105/04/22
下營區仁里段,747-15,105/04/22
下營區仁里段,"747-1,747-14",105/04/22
下營區仁里段,747,105/04/22
白河區嶺頂段,934935936,105/04/22
善化區善成段,5.51E+11,105/04/22
安南區海東段,887888,105/04/22
安南區海東段,889890,105/04/25
安南區公學段,824,105/04/25
安南區公學段,824-2,105/04/25
安南區公學段,824-3,105/04/25
安南區公學段,824-4,105/04/26
仁德區崙尾段,0407-0000,105/04/26
仁德區崙尾段,0407-0001,105/04/25
東區竹篙厝段,3109,105/04/26
楠西區楠中段,"70-1,72",105/04/27
安南區州南段,"1688,1688-1",105/04/26
安南區州南段,"1688-2,1688-3",105/04/27
安南區州南段,"1688-4,1688-5,1688-6",105/04/27
永康區大灣段,16803,105/04/27
永康區大灣段,6546,105/04/27
北區北安段,173,105/04/27
永康區大灣段,6835,105/04/27
新市區信義段,491,105/04/28
安平區金華段,58-0006,105/04/28
東區虎尾寮段,"480-82,480-84",105/04/28
安南區安西段,44948,105/04/28
安南區安西段,45068,105/04/28
安南區安西段,45099,105/04/28
安南區安西段,45129,105/04/28
安南區安西段,45160,105/04/29
永康區蜈蜞潭段,1257,105/04/29
歸仁區大成段,0242-0005,105/04/29
歸仁區大成段,0242-0004,105/05/03
歸仁區大成段,0242-0003,105/05/03
歸仁區大成段,0242-0002,105/05/03
歸仁區大成段,0242-0001,105/05/03
歸仁區大成段,0242-0000,105/05/03
永康區六甲頂段,625,105/05/03
永康區北極段,674,105/05/03
永康區北極段,674-1,105/05/03
麻豆區國中段,"0014-0001,0016-0001",105/05/03
麻豆區國中段,0016-0001,105/05/03
柳營區士林段,1161-1,105/05/03
柳營區士林段,1161-2,105/05/03
柳營區士林段,1161-3,105/05/03
柳營區士林段,1161-4,105/05/03
柳營區士林段,1161-5,105/05/03
柳營區士林段,1161-6,105/05/03
柳營區士林段,1161-7,105/05/03
柳營區士林段,1161-8,105/05/04
柳營區士林段,1161-9,105/05/04
柳營區士林段,1161-10,105/05/04
柳營區士林段,1161-11,105/05/04
柳營區士林段,1161-12,105/05/04
柳營區士林段,1161-13,105/05/04
柳營區士林段,1161-14,105/05/04
新營區茄苳段,"523,523-6,523-7",105/05/04
永康區永強段,879,105/05/04
永康區永強段,879-1,105/05/04
永康區永強段,879-2,105/05/04
永康區永強段,879-3,105/05/04
永康區永強段,879-4,105/05/04
永康區永強段,879-5,105/05/04
永康區永強段,879-11,105/05/04
永康區永強段,879-10,105/05/04
永康區永強段,879-9,105/05/04
永康區永強段,879-8,105/05/04
永康區永強段,879-7,105/05/04
永康區永強段,879-6,105/05/04
永康區永強段,880-1,105/05/04
永康區永強段,880,105/05/04
永康區永強段,880-2,105/05/04
永康區永強段,880-3,105/05/04
北區北元段,951,105/05/04
北區北元段,951,105/05/04
北區北元段,951,105/05/04
安南區總安段,"279-5,279-7,279-8,279-9,279-10,279-11",105/05/04
新市區新北段,107-1,105/05/04
新營區新營段,1294-10,105/05/04
新營區新營段,1294-1,105/05/04
新市區新北段,25750,105/05/04
新市區新北段,25720,105/05/04
新市區新北段,25689,105/05/04
新市區新北段,25659,105/05/05
新市區新北段,25628,105/05/05
新市區新北段,25600,105/05/05
新市區新北段,25569,105/05/05
新市區新北段,70,105/05/05
柳營區柳營段柳營小段,876-13,105/05/05
柳營區柳營段柳營小段,876-12,105/05/05
柳營區柳營段柳營小段,876-5,105/05/06
東區裕東段,1135,105/05/06
南區新興段,462,105/05/06
南區,482,105/05/09
南區,482-1,105/05/09
永康區王田段,1559-0013,105/05/09
東區自由段,75,105/05/09
北區北元段,179,105/05/11
永康區永保段,531532,105/05/11
永康區永大段,540,105/05/11
北區北元段,740-8,105/05/11
安南區溪頂段,1816,105/05/11
安南區溪頂段,1816-6,105/05/11
北區華興段,1712,105/05/11
北區華興段,1712-1,105/05/11
安平區金華段,6月9日,105/05/11
安平區金華段,6月21日,105/05/11
安平區金華段,6月22日,105/05/11
安平區金華段,6月23日,105/05/11
西港區西港段,"1191-1,1192-1",105/05/11
永康區大灣段,6900,105/05/11
新營區新東段,112-7,105/05/11
善化區善昌段,"741,741-1,741-2,741-3,741-4",105/05/11
東區裕東段,0883-0000,105/05/11
善化區善新段,167,105/05/11
善化區善新段,167-1,105/05/12
善化區善新段,167-2,105/05/13
善化區善新段,167-3,105/05/13
善化區善新段,167-4,105/05/13
善化區善新段,167-5,105/05/13
善化區善新段,167-6,105/05/13
善化區善新段,167-7,105/05/13
南區鹽埕段,67-97,105/05/13
北區富台段,191,105/05/13
安南區海前段,"1118-0000,1118-0001",105/05/17
安南區海前段,"1118-0002,1118-0003",105/05/17
安南區海前段,"1121-0000,1121-0001",105/05/18
安南區海前段,"1121-0002,1121-0003",105/05/17
安平區金城段,32-18,105/05/18
安平區金城段,32-37,105/05/18
永康區大灣段,21610,105/05/18
永康區大灣段,21582,105/05/18
東區德高段,443,105/05/18
南區鹽埕段,257-32,105/05/18
新營區東興段,92,105/05/18
安平區上鯤鯓段,534-1,105/05/18
六甲區信義段,10661067,105/05/18
新營區民生段,10,105/05/18
新營區民生段,12,105/05/18
南區,205,105/05/18
南區,205-1,105/05/18
南區鹽埕段,26146,105/05/18
新營區新東段,337,105/05/18
六甲區忠孝段,509510,105/05/18
下營區營和段,807,105/05/18
麻豆區南勢段,256,105/05/18
仁德區文賢段,185,105/05/18
仁德區文賢段,185-1,105/05/19
仁德區文賢段,185-3,105/05/19
仁德區文賢段,185-2,105/05/19
麻豆區油車段,"76,76-2",105/05/19
新營區新東段,273,105/05/19
新營區新東段,490-2,105/05/19
善化區大成段,254,105/05/19
麻豆區麻豆段,"291-7,291-8,565-51",105/05/19
歸仁區武東段,431,105/05/19
永康區大灣段,4765-13,105/05/19
永康區大灣段,4765-14,105/05/19
永康區大灣段,4765-15,105/05/19
永康區大灣段,4765-16,105/05/19
永康區大灣段,4765-17,105/05/19
永康區大灣段,23774,105/05/19
永康區大灣段,23986,105/05/19
永康區大灣段,24016,105/05/19
永康區大灣段,24047,105/05/19
永康區大灣段,24077,105/05/19
永康區大灣段,23863,105/05/20
永康區大灣段,23894,105/05/20
永康區大灣段,23924,105/05/20
永康區大灣段,23955,105/05/23
永康區大灣段,4765,105/05/23
歸仁區歸仁北段,1056-24,105/05/23
安南區頂安段,"288-38,288-1,288-36,288-35,288-39,288-40,288-41,288-42,288-37",105/05/23
安南區新淵段,153-1,105/05/23
中西區武聖段,1948,105/05/23
東區竹篙厝段,1164,105/05/23
安南區淵東段,709,105/05/23
中西區頂美段,2603-0000,105/05/24
安平區金華段,"143-14,143-15,143-16",105/05/25
安南區安中段,576,105/05/25
新營區新生段,1342,105/05/25
下營區營前段,"179,181-1",105/05/26
新營區北紙段,0120-0000,105/05/26
安平區上鯤鯓段,596,105/05/27
北區小北段,"998-9,998-10",105/05/30
東區虎尾寮段,458-28,105/05/30
仁德區新工段,1366,105/05/30
仁德區新工段,1367,105/05/30
仁德區新工段,1367-1,105/05/30
北區北元段,"867,867-1",105/05/30
北區北元段,989-0,105/05/30
南區,129,105/05/30
永康區蜈蜞潭段,"2203-0005,2203-0006",105/05/30
永康區大灣段,671-12,105/05/30
永康區大灣段,45249,105/05/30
永康區大灣段,45279,105/05/30
永康區大灣段,45218,105/05/30
永康區大灣段,45188,105/05/30
永康區大灣段,45157,105/05/30
永康區大灣段,45126,105/05/30
永康區大灣段,45096,105/05/30
永康區大灣段,44945,105/05/30
永康區大灣段,45065,105/05/31
永康區大灣段,45035,105/05/31
永康區大灣段,45004,105/05/31
永康區大灣段,4819,105/05/31
下營區十六甲段,36586,105/05/31
安南區州南段,"1596-1,1596-2",105/05/31
善化區善中段,934935,105/05/31
將軍區忠昌段,12521253,105/05/31
,,105/05/31
麻豆區興國段,"0627-0000,0633-0000",105/05/31
安南區海前段,"1142,1142-1",105/05/31
安南區海前段,"1142-2,1142-3",105/05/31
安南區海前段,"1142-4,1142-5",105/05/31
安南區海前段,"1142-6,1142-7",105/05/31
安南區海前段,"1142-8,1142-9",105/05/31
安南區海前段,1142-10,105/05/31
山上區玉二段,"918-29,918-8",105/05/31
山上區玉二段,918-28,105/05/31
山上區玉二段,918-23,105/05/31
山上區玉二段,"918-22,918-3",105/05/31
山上區玉二段,"918-27,918-8",105/05/31
山上區玉二段,"918-26,918-8",105/05/31
山上區玉二段,"918-25,918-8",105/05/31
山上區玉二段,"918-24,918-8",105/05/31
山上區玉二段,"918-6,918-8",105/05/31
山上區玉二段,"918-21,918-3",105/05/31
山上區玉二段,"918-20,918-3",105/05/31
山上區玉二段,"918-19,918-3",105/05/31
山上區玉二段,"918-18,918-3",105/05/31
山上區玉二段,"918-5,918-3",105/05/31
新市區南港段,195,105/05/31
山上區玉二段,918-34,105/05/31
山上區玉二段,"918-33,918-8",105/05/31
山上區玉二段,"918-17,918-3",105/05/31
山上區玉二段,918-16,105/05/31
山上區玉二段,"918-32,918-8",105/05/31
山上區玉二段,"918-31,918-8",105/06/01
山上區玉二段,"918-30,918-8",105/06/01
山上區玉二段,"918-10,918-8",105/06/01
山上區玉二段,"918-15,918-3",105/06/01
山上區玉二段,"918-14,918-3",105/06/01
山上區玉二段,"918-13,918-3",105/06/01
山上區玉二段,"918-12,918-3",105/06/01
山上區玉二段,"918,918-3",105/06/01
永康區西勢段,1437-8,105/06/01
永康區西勢段,1437,105/06/01
永康區西勢段,1437-5,105/06/01
永康區西勢段,1437-6,105/06/01
永康區西勢段,1437-7,105/06/01
永康區西勢段,1437-9,105/06/01
永康區西勢段,1437-10,105/06/01
永康區西勢段,1437-11,105/06/01
永康區西勢段,1437-12,105/06/01
永康區西勢段,1437-13,105/06/01
永康區西勢段,1437-14,105/06/01
永康區西勢段,1437-15,105/06/01
永康區西勢段,1437-16,105/06/01
永康區西勢段,1437-17,105/06/01
永康區西勢段,1437-18,105/06/01
永康區西勢段,1438-2,105/06/01
永康區西勢段,1438-6,105/06/01
永康區西勢段,1438-7,105/06/01
永康區西勢段,1438-8,105/06/01
永康區西勢段,1438-9,105/06/01
永康區西勢段,1438-10,105/06/01
永康區西勢段,1438-11,105/06/01
永康區西勢段,1438-12,105/06/01
永康區西勢段,1438-13,105/06/01
永康區西勢段,1438-14,105/06/01
